herramienta,tipo,hallazgo,severidad,iso27001,cobit2019
Trivy,Vulnerability,CVE-2026-59874 | tar | Node.js | tar: Node-tar: Denial of Service via malformed tar archive header,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-73566 | tar | Node.js | tar: node-tar: Denial of Service via crafted long-path tar archive,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-12151 | undici | Node.js | undici: undici: Denial of Service due to unbounded memory growth via WebSocket frames,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-1526 | undici | Node.js | undici: undici: Denial of Service via unbounded memory consumption during WebSocket permessage-deflate decompression,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-2229 | undici | Node.js | undici: Undici: Denial of Service via invalid WebSocket permessage-deflate extension parameter,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2024-37890 | ws | Node.js | nodejs-ws: denial of service when handling a request with many HTTP headers,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-48779 | ws | Node.js | ws: ws: Denial of Service via memory exhaustion from small WebSocket fragments,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-68121 | stdlib | usr/local/bin/gosu | crypto/tls: crypto/tls: Incorrect certificate validation during TLS session resumption,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-61726 | stdlib | usr/local/bin/gosu | golang: net/url: Memory exhaustion in query parameter parsing in net/url,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-61729 | stdlib | usr/local/bin/gosu | crypto/x509: golang: Denial of Service due to excessive resource consumption via crafted certificate,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-25679 | stdlib | usr/local/bin/gosu | net/url: Incorrect parsing of IPv6 host literals in net/url,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-27145 | stdlib | usr/local/bin/gosu | crypto/x509: golang: golang crypto/x509: Denial of Service via excessive processing of DNS SAN entries,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-32280 | stdlib | usr/local/bin/gosu | crypto/x509: crypto/tls: golang: Go: Denial of Service vulnerability in certificate chain building,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-32281 | stdlib | usr/local/bin/gosu | crypto/x509: golang: Go crypto/x509: Denial of Service via inefficient certificate chain validation,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-32283 | stdlib | usr/local/bin/gosu | crypto/tls: golang: Go crypto/tls: Denial of Service via multiple TLS 1.3 key update messages,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-33811 | stdlib | usr/local/bin/gosu | net: golang: Go net package: Denial of Service via long CNAME response in LookupCNAME,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-33814 | stdlib | usr/local/bin/gosu | net/http/internal/http2: golang: golang.org/x/net: Go HTTP/2: Denial of Service via malformed SETTINGS_MAX_FRAME_SIZE frame,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-33818 | stdlib | usr/local/bin/gosu | encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-39820 | stdlib | usr/local/bin/gosu | net/mail: golang: Go net/mail: Denial of Service via crafted email inputs,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-39821 | stdlib | usr/local/bin/gosu | golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-39822 | stdlib | usr/local/bin/gosu | golang: Go os.Root: Symlink following vulnerability allows directory traversal,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-39836 | stdlib | usr/local/bin/gosu | net: golang: Go net package: Denial of Service via NUL byte in Dial and LookupPort on Windows,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42499 | stdlib | usr/local/bin/gosu | net/mail: golang: net/mail: Denial of Service via pathological email address parsing,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42504 | stdlib | usr/local/bin/gosu | mime: golang: Golang MIME: Denial of Service via maliciously-crafted MIME header,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-56853 | stdlib | usr/local/bin/gosu | net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-56858 | stdlib | usr/local/bin/gosu | html/template: golang: Go html/template: Cross-Site Scripting via pathological input,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-56859 | stdlib | usr/local/bin/gosu | encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-56860 | stdlib | usr/local/bin/gosu | net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-56862 | stdlib | usr/local/bin/gosu | crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | bsdutils | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | bsdutils | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | bsdutils | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | bsdutils | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-24882 | dirmngr | postgres:16 (debian 13.6) | GnuPG: GnuPG: Stack-based buffer overflow in tpm2daemon allows arbitrary code execution,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-24882 | gnupg | postgres:16 (debian 13.6) | GnuPG: GnuPG: Stack-based buffer overflow in tpm2daemon allows arbitrary code execution,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-24882 | gnupg-l10n | postgres:16 (debian 13.6) | GnuPG: GnuPG: Stack-based buffer overflow in tpm2daemon allows arbitrary code execution,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-24882 | gpg | postgres:16 (debian 13.6) | GnuPG: GnuPG: Stack-based buffer overflow in tpm2daemon allows arbitrary code execution,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-24882 | gpg-agent | postgres:16 (debian 13.6) | GnuPG: GnuPG: Stack-based buffer overflow in tpm2daemon allows arbitrary code execution,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-24882 | gpgconf | postgres:16 (debian 13.6) | GnuPG: GnuPG: Stack-based buffer overflow in tpm2daemon allows arbitrary code execution,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-24882 | gpgsm | postgres:16 (debian 13.6) | GnuPG: GnuPG: Stack-based buffer overflow in tpm2daemon allows arbitrary code execution,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-41992 | gzip | postgres:16 (debian 13.6) | gzip: gzip: Information disclosure via global buffer overflow in LZH decompression,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-54369 | libacl1 | postgres:16 (debian 13.6) | acl: Symlink traversal privilege escalation via libacl functions,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-76642 | libblkid1 | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | libblkid1 | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | libblkid1 | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | libblkid1 | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | liblastlog2-2 | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | liblastlog2-2 | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | liblastlog2-2 | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | liblastlog2-2 | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | libmount1 | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | libmount1 | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | libmount1 | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | libmount1 | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-69720 | libncursesw6 | postgres:16 (debian 13.6) | ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-13221 | libperl5.40 | postgres:16 (debian 13.6) | perl: Perl: Incorrect regular expression processing via large regular expressions,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42496 | libperl5.40 | postgres:16 (debian 13.6) | perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-8376 | libperl5.40 | postgres:16 (debian 13.6) | perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42497 | libperl5.40 | postgres:16 (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-48962 | libperl5.40 | postgres:16 (debian 13.6) | perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57432 | libperl5.40 | postgres:16 (debian 13.6) | perl: Perl: Information disclosure via integer overflow in pack/unpack operations,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57433 | libperl5.40 | postgres:16 (debian 13.6) | Storable: Storable: Denial of Service via signed integer overflow in deserialization,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-9538 | libperl5.40 | postgres:16 (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | libsmartcols1 | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | libsmartcols1 | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | libsmartcols1 | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | libsmartcols1 | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-11822 | libsqlite3-0 | postgres:16 (debian 13.6) | sqlite: SQLite: Arbitrary code execution via crafted FTS5 full-text search data,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-11824 | libsqlite3-0 | postgres:16 (debian 13.6) | sqlite: SQLite: Arbitrary code execution and crash via heap-based buffer overflow in FTS5,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-14456 | libssl3t64 | postgres:16 (debian 13.6) | openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-16742 | libsystemd0 | postgres:16 (debian 13.6) | systemd: systemd-homed: Local privilege escalation via missing home-record signature verification,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2025-69720 | libtinfo6 | postgres:16 (debian 13.6) | ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-16742 | libudev1 | postgres:16 (debian 13.6) | systemd: systemd-homed: Local privilege escalation via missing home-record signature verification,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-76642 | libuuid1 | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | libuuid1 | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | libuuid1 | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | libuuid1 | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-6653 | libxml2 | postgres:16 (debian 13.6) | libxml2: mingw-libxml2: libxml2: Denial of Service via crafted XML input due to use-after-free,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-86140 | libxml2 | postgres:16 (debian 13.6) | libxml2: libxml2: Arbitrary code execution via stack-based buffer overflow in xmlSnprintfElements,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | login | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | login | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | login | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | login | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | mount | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | mount | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | mount | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | mount | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-69720 | ncurses-base | postgres:16 (debian 13.6) | ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-69720 | ncurses-bin | postgres:16 (debian 13.6) | ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-14456 | openssl | postgres:16 (debian 13.6) | openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-14456 | openssl-provider-legacy | postgres:16 (debian 13.6) | openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-13221 | perl | postgres:16 (debian 13.6) | perl: Perl: Incorrect regular expression processing via large regular expressions,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42496 | perl | postgres:16 (debian 13.6) | perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-8376 | perl | postgres:16 (debian 13.6) | perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42497 | perl | postgres:16 (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-48962 | perl | postgres:16 (debian 13.6) | perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57432 | perl | postgres:16 (debian 13.6) | perl: Perl: Information disclosure via integer overflow in pack/unpack operations,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57433 | perl | postgres:16 (debian 13.6) | Storable: Storable: Denial of Service via signed integer overflow in deserialization,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-9538 | perl | postgres:16 (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-13221 | perl-base | postgres:16 (debian 13.6) | perl: Perl: Incorrect regular expression processing via large regular expressions,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42496 | perl-base | postgres:16 (debian 13.6) | perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-8376 | perl-base | postgres:16 (debian 13.6) | perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42497 | perl-base | postgres:16 (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-48962 | perl-base | postgres:16 (debian 13.6) | perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57432 | perl-base | postgres:16 (debian 13.6) | perl: Perl: Information disclosure via integer overflow in pack/unpack operations,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57433 | perl-base | postgres:16 (debian 13.6) | Storable: Storable: Denial of Service via signed integer overflow in deserialization,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-9538 | perl-base | postgres:16 (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-13221 | perl-modules-5.40 | postgres:16 (debian 13.6) | perl: Perl: Incorrect regular expression processing via large regular expressions,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42496 | perl-modules-5.40 | postgres:16 (debian 13.6) | perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-8376 | perl-modules-5.40 | postgres:16 (debian 13.6) | perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-42497 | perl-modules-5.40 | postgres:16 (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-48962 | perl-modules-5.40 | postgres:16 (debian 13.6) | perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57432 | perl-modules-5.40 | postgres:16 (debian 13.6) | perl: Perl: Information disclosure via integer overflow in pack/unpack operations,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-57433 | perl-modules-5.40 | postgres:16 (debian 13.6) | Storable: Storable: Denial of Service via signed integer overflow in deserialization,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-9538 | perl-modules-5.40 | postgres:16 (debian 13.6) | perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-76642 | util-linux | postgres:16 (debian 13.6) | util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78408 | util-linux | postgres:16 (debian 13.6) | util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,HIGH,A.8.2,DSS05.04
Trivy,Vulnerability,CVE-2026-78409 | util-linux | postgres:16 (debian 13.6) | util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,"CVE-2026-78410 | util-linux | postgres:16 (debian 13.6) | util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-68121 | stdlib | usr/local/bin/gosu | crypto/tls: crypto/tls: Incorrect certificate validation during TLS session resumption,CRITICAL,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-61726 | stdlib | usr/local/bin/gosu | golang: net/url: Memory exhaustion in query parameter parsing in net/url,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2025-61729 | stdlib | usr/local/bin/gosu | crypto/x509: golang: Denial of Service due to excessive resource consumption via crafted certificate,HIGH,A.8.8,DSS05.07
Trivy,Vulnerability,CVE-2026-25679 | stdlib | usr/local/bin/gosu | net/url: Incorrect parsing of IPv6 host literals in net/url,HIGH,A.8.8,DSS05.07
